date,simple_return,benchmark_return,factor_score
2022-03-14,0.01570566,0.01217254,-0.026542
2022-03-15,0.01235131,0.00085183,0.361931
2022-03-16,0.00091458,-0.00526975,-0.897953
2022-03-17,-0.00007188,-0.00118421,-0.777197
2022-03-18,-0.00871484,0.01165509,-2.461298
2022-03-21,0.00904843,0.00741915,0.866508
2022-03-22,-0.01704093,-0.00255679,-1.383614
2022-03-23,0.00627146,-0.01069073,-0.489709
2022-03-24,-0.01712562,-0.01007571,2.394572
2022-03-25,0.00655110,-0.00689776,0.281278
2022-03-28,-0.01325334,0.00629611,0.061304
2022-03-29,0.00512565,0.01132294,0.186169
2022-03-30,-0.01157701,0.03266090,0.588615
2022-03-31,0.00506929,0.00690752,-0.358357
2022-04-01,-0.00063736,0.00108992,-0.805765
2022-04-04,0.00915056,-0.01019759,-2.154334
2022-04-05,-0.01733191,0.01791710,-0.215756
2022-04-06,-0.02581308,-0.01111548,-0.004178
2022-04-07,-0.00542560,-0.00634011,1.813809
2022-04-08,0.00959408,-0.00627255,0.452517
2022-04-11,0.00404374,-0.00962978,0.189172
2022-04-12,0.00446258,0.01349815,0.423660
2022-04-13,0.00660608,-0.02016278,0.781510
2022-04-14,-0.00118857,-0.00810351,0.431831
2022-04-15,-0.00555594,-0.00118124,0.609388
2022-04-18,0.00369342,0.00068903,2.102029
2022-04-19,-0.01824989,0.00656460,0.232377
2022-04-20,-0.01573559,-0.00636913,-0.545722
2022-04-21,-0.01750396,-0.01094266,-1.119594
2022-04-22,-0.00410573,-0.00059624,-1.110760
2022-04-25,0.00245648,-0.00396007,-1.175754
2022-04-26,0.00254352,-0.00214300,-0.380747
2022-04-27,0.01719345,0.00116303,1.466321
2022-04-28,-0.00406955,-0.02219731,2.818080
2022-04-29,0.01364565,-0.00719686,-1.029087
2022-05-02,0.00329379,-0.00159232,-0.246221
2022-05-03,-0.00978588,0.02802357,1.511666
2022-05-04,-0.01359809,-0.02293578,0.008589
2022-05-05,0.01776675,-0.01227910,-0.903029
2022-05-06,0.01792269,0.00967176,-1.616225
2022-05-09,-0.00423063,-0.01719091,-0.627537
2022-05-10,-0.00192922,0.01632534,0.193383
2022-05-11,-0.00857759,0.01028609,-0.639971
2022-05-12,0.00818889,-0.00403998,-1.336436
2022-05-13,-0.00826919,-0.00204008,-2.115285
2022-05-16,-0.00005551,0.01209698,-0.238206
2022-05-17,-0.00008568,0.00028691,1.579577
2022-05-18,0.01347179,-0.00731092,0.006632
2022-05-19,0.00359848,0.00795385,0.153741
2022-05-20,0.00118683,0.01213653,-0.390030
2022-05-23,0.02725183,0.00724544,0.401337
2022-05-24,0.00576046,0.00788531,0.953291
2022-05-25,-0.00518651,-0.00758016,-0.539375
2022-05-26,-0.02472386,0.00075166,0.318637
2022-05-27,-0.01467842,0.00265231,0.938802
2022-05-30,0.00118583,-0.00686563,3.212746
2022-05-31,0.00623948,0.00240988,0.930571
2022-06-01,0.00713882,-0.01394248,-0.228778
2022-06-02,-0.00971916,-0.00849251,0.941710
2022-06-03,0.01343487,-0.00764949,0.109880
2022-06-06,0.00599266,0.01119499,-1.094654
2022-06-07,0.00701805,-0.00439251,-0.421222
2022-06-08,-0.01116719,0.01192112,-1.102026
2022-06-09,0.00857856,-0.00035920,-0.085000
2022-06-10,0.00028103,-0.00994917,-0.214450
2022-06-13,0.00827448,-0.00409293,0.079185
2022-06-14,0.02116666,-0.00285180,1.535513
2022-06-15,0.01043881,0.00188870,0.628696
2022-06-16,-0.01087013,0.00812651,0.249931
2022-06-17,0.02027369,0.01877504,-1.121827
2022-06-20,-0.01931992,0.00664998,-0.433583
2022-06-21,0.00139203,-0.00068264,1.457547
2022-06-22,-0.00483893,0.00373844,-0.399963
2022-06-23,-0.00754432,-0.00557516,2.160033
2022-06-24,-0.00563371,-0.01233417,2.107753
2022-06-27,-0.00989578,-0.01112930,1.423780
2022-06-28,-0.00243384,-0.00118521,0.182204
2022-06-29,-0.00165268,0.01487870,0.330316
2022-06-30,0.01654113,-0.00533403,0.027579
2022-07-01,-0.00130504,0.00784987,-1.587822
2022-07-04,0.00262057,0.00216269,-0.462510
2022-07-05,-0.00090434,-0.01877249,-0.133851
2022-07-06,-0.00920979,-0.00133827,1.758597
2022-07-07,0.01477736,-0.00812958,0.586859
2022-07-08,0.01639349,0.01486641,1.283063
2022-07-11,0.01398525,-0.01363837,-1.133019
2022-07-12,0.00549047,-0.00043415,-1.263261
2022-07-13,0.00568807,-0.00577602,-0.124189
2022-07-14,-0.00178728,-0.01909166,-2.016128
2022-07-15,-0.02165070,0.01088227,0.693897
2022-07-18,-0.02801843,-0.00624652,-0.776364
2022-07-19,0.00166231,0.00407356,-1.254408
2022-07-20,0.00781422,0.00506440,1.656770
2022-07-21,-0.00500986,0.01588080,-1.270166
2022-07-22,0.00547369,0.00115475,0.718515
2022-07-25,-0.01297347,0.00363385,0.673655
2022-07-26,-0.00573320,0.00357922,-0.344759
2022-07-27,0.00063453,-0.00220319,1.595913
2022-07-28,0.00170046,0.00019621,-0.050752
2022-07-29,0.00126142,-0.00802273,0.972392
2022-08-01,0.01399512,-0.00194692,-1.235695
2022-08-02,-0.01030943,0.00434380,0.397824
2022-08-03,0.00457855,0.00167162,-0.234891
2022-08-04,0.00979879,-0.00112139,0.132960
2022-08-05,-0.00120982,0.00192086,1.152397
2022-08-08,-0.00418250,-0.00693306,1.146421
2022-08-09,0.00589695,-0.00376717,0.362652
2022-08-10,0.00113860,-0.00047130,0.348861
2022-08-11,0.00202680,-0.00528207,0.394212
2022-08-12,0.00505200,-0.01072721,-0.580362
2022-08-15,-0.00304573,-0.00194308,0.490184
2022-08-16,-0.00109066,-0.00054574,-1.150540
2022-08-17,-0.01342551,0.01301170,-0.128819
2022-08-18,0.00656750,0.00344902,-0.000432
2022-08-19,-0.01372420,0.01494388,-1.355518
2022-08-22,0.00135753,-0.00830859,-1.110284
2022-08-23,0.00418332,-0.00118490,0.615363
2022-08-24,-0.01577276,0.00120304,1.102451
2022-08-25,-0.00743897,-0.00101033,0.867713
2022-08-26,-0.01802337,-0.00358009,-0.906260
2022-08-29,-0.01127711,-0.01518253,0.405908
2022-08-30,-0.02096404,-0.00890828,0.677775
2022-08-31,-0.00549319,0.00853691,1.235821
2022-09-01,-0.01915901,-0.00256351,0.314387
2022-09-02,0.00179268,-0.01174519,-1.995989
2022-09-05,-0.01280429,0.01454229,-0.627248
2022-09-06,-0.00696389,-0.00891736,0.892418
2022-09-07,0.00806328,0.01629207,-0.195738
2022-09-08,-0.00785068,0.00715480,-1.079639
2022-09-09,0.01242015,0.01018699,0.480002
2022-09-12,0.00462502,0.01191188,-0.649095
2022-09-13,0.01747737,0.01426358,-0.980223
2022-09-14,-0.01000562,0.00494079,1.618498
2022-09-15,0.00811114,0.00268340,0.452133
2022-09-16,-0.00045832,0.00757582,0.107767
2022-09-19,-0.00602976,-0.00797884,0.666686
2022-09-20,-0.00147891,0.00574128,0.117289
2022-09-21,-0.00093232,-0.01220956,1.271973
2022-09-22,0.00168606,-0.01097666,-1.107947
2022-09-23,-0.01947994,0.00822753,0.778087
2022-09-26,-0.00881179,0.00006405,-0.642712
2022-09-27,-0.00435266,0.00030224,0.009144
2022-09-28,0.01171296,-0.00575573,1.133763
2022-09-29,-0.00858201,-0.00012036,0.503243
2022-09-30,-0.00309913,0.01182036,-0.291621
2022-10-03,0.02075668,-0.00442037,-1.945906
2022-10-04,0.01723914,0.00495541,0.967437
2022-10-05,0.00881746,0.00796390,-1.313814
2022-10-06,0.00061896,-0.00264257,-0.041259
2022-10-07,0.00205373,-0.00649794,0.852203
2022-10-10,0.01820143,0.00132376,-1.558526
2022-10-11,0.01339170,0.01178446,0.282241
2022-10-12,0.01121366,0.00369378,-0.290359
2022-10-13,0.00971056,-0.00112778,-0.795484
2022-10-14,0.00459995,-0.01953227,-0.194739
2022-10-17,0.00932170,-0.00229648,-0.067692
2022-10-18,-0.00416499,0.00263213,0.567560
2022-10-19,0.00627828,-0.00959989,0.312876
2022-10-20,0.00566016,0.01562514,-1.062832
2022-10-21,-0.02051378,0.01905199,2.159244
2022-10-24,-0.00344916,0.00296152,-0.994124
2022-10-25,-0.01327629,0.00372411,-0.433710
2022-10-26,-0.02581311,0.00434367,1.996243
2022-10-27,-0.00013704,0.01588289,2.521274
2022-10-28,0.00611700,0.00103603,-2.142585
2022-10-31,0.00636979,-0.00878587,-1.576333
2022-11-01,-0.00523171,0.00052794,-0.473829
2022-11-02,-0.00897869,0.00500341,0.103553
2022-11-03,0.01121809,-0.01960806,-0.098337
2022-11-04,-0.01817734,-0.00925474,-0.964471
2022-11-07,-0.01277311,-0.00904508,-0.710972
2022-11-08,-0.00971928,-0.00548186,0.215125
2022-11-09,0.01423015,-0.00392983,-1.111874
2022-11-10,0.00564291,-0.00215645,-1.117034
2022-11-11,-0.02022412,-0.00251652,0.946085
2022-11-14,0.00619765,-0.00706664,-0.292254
2022-11-15,0.00484256,0.00925693,-1.061461
2022-11-16,0.01263823,0.02185256,-0.157957
2022-11-17,-0.00124605,0.00269170,1.508783
2022-11-18,-0.01689896,0.00922249,1.098140
2022-11-21,0.00619264,0.00066610,-0.390724
2022-11-22,-0.00033143,0.00242545,0.937766
2022-11-23,0.00838453,0.00005848,1.116525
2022-11-24,0.00875563,0.02054305,1.303009
2022-11-25,-0.03147848,-0.00393471,0.273989
2022-11-28,-0.00619105,0.00307640,0.898975
2022-11-29,0.00861196,-0.00509666,-0.770680
2022-11-30,0.01724729,0.01010774,0.743682
2022-12-01,0.00312432,0.00498234,0.429981
2022-12-02,0.00605095,-0.01349092,1.225660
2022-12-05,0.01819882,-0.01125318,-1.065763
2022-12-06,-0.00218083,-0.00375813,-0.600493
2022-12-07,-0.01674520,-0.00799320,-1.297930
2022-12-08,0.00933595,0.01306949,-1.159119
2022-12-09,0.02298657,0.01339051,0.498833
2022-12-12,0.00110627,-0.00779458,0.228389
2022-12-13,0.02615646,0.00792224,0.667095
2022-12-14,0.00070111,-0.00716803,0.084090
2022-12-15,-0.00455223,-0.00588517,0.061246
2022-12-16,-0.02290409,0.01260904,-0.371635
2022-12-19,-0.00130528,0.00578542,0.957872
2022-12-20,-0.01242447,0.00268781,-0.141829
2022-12-21,0.00485311,0.00199440,0.738209
2022-12-22,0.00839507,0.00097226,-0.126316
2022-12-23,0.01098147,-0.01102813,-1.088332
2022-12-26,0.00052576,-0.00995792,0.410760
2022-12-27,-0.01785871,-0.00946988,0.807591
2022-12-28,-0.00471123,0.00225377,-0.969080
2022-12-29,-0.00441832,0.00957318,-0.875135
2022-12-30,0.00317692,-0.01035059,0.081050
2023-01-02,0.00610413,0.00745014,-2.073675
2023-01-03,-0.00602984,-0.01096393,-0.488686
2023-01-04,-0.00795842,0.00020678,-0.229269
2023-01-05,0.00489937,0.01421521,0.402704
2023-01-06,-0.01130697,0.00373040,1.128447
2023-01-09,-0.00391288,0.01001280,0.338834
2023-01-10,0.00446626,0.01850462,-0.192910
2023-01-11,-0.01047833,0.00054188,-0.522042
2023-01-12,0.00840932,-0.00184861,1.441378
2023-01-13,-0.01318337,0.01067201,0.504137
2023-01-16,-0.00535339,0.00126916,-1.088926
2023-01-17,0.00717034,-0.00483454,0.516460
2023-01-18,0.00882403,-0.01684590,-2.309145
2023-01-19,-0.00480312,-0.00696431,-2.748405
2023-01-20,0.01000275,0.01342503,1.125360
2023-01-23,-0.01070674,0.00747156,0.343567
2023-01-24,0.01632703,-0.00992796,-0.898761
2023-01-25,-0.00866674,0.00912010,-0.964287
2023-01-26,0.00415152,0.00020104,0.237679
2023-01-27,0.00590841,-0.01544123,-0.587639
2023-01-30,-0.00733563,0.00975621,-1.326883
2023-01-31,-0.01079172,0.00565136,-1.303193
2023-02-01,0.00185564,0.00428465,0.211859
2023-02-02,0.00560636,0.01518206,0.061308
2023-02-03,-0.00921939,0.00589758,1.271137
2023-02-06,-0.01312421,0.00172151,-1.187202
2023-02-07,-0.00068195,-0.00836046,0.810990
2023-02-08,-0.01114433,0.00058614,0.274897
2023-02-09,0.00516738,-0.00582571,-0.459108
2023-02-10,-0.02024313,-0.02211562,-2.609462
2023-02-13,-0.00315220,-0.01963936,0.982251
2023-02-14,0.01035336,-0.00406685,-1.482465
2023-02-15,-0.00393065,-0.01028435,-0.072163
2023-02-16,0.01110791,-0.00158019,-0.044641
2023-02-17,0.00985294,-0.00417143,0.455945
2023-02-20,0.02306873,-0.01109402,1.317895
2023-02-21,-0.01007816,0.02414189,0.365751
2023-02-22,-0.00627866,0.00501307,-0.952069
2023-02-23,-0.01674350,0.00513255,-0.295179
2023-02-24,0.02343208,-0.00002721,-0.593657
2023-02-27,-0.01262371,-0.00374969,-0.091629
2023-02-28,-0.01418706,0.00352108,-0.085674
2023-03-01,0.00067973,-0.00844558,-0.091339
2023-03-02,0.00357178,-0.01314198,-1.126926
2023-03-03,-0.01559891,0.00883381,-0.655253
2023-03-06,-0.01437661,0.00125929,-0.929837
2023-03-07,-0.01050604,0.00089593,-0.036961
2023-03-08,-0.00641872,0.01466084,0.514432
2023-03-09,0.00149376,0.00531307,0.198726
2023-03-10,0.01103400,-0.01885183,1.090410
2023-03-13,-0.00796452,-0.00869461,0.453278
2023-03-14,0.01457283,-0.00319092,1.114832
2023-03-15,-0.00333401,0.00028866,-0.621723
2023-03-16,-0.00259106,-0.00305489,0.264028
2023-03-17,-0.01171736,-0.00829414,0.845875
2023-03-20,0.01572136,0.01472652,0.267206
2023-03-21,-0.01130410,0.02004749,1.574453
2023-03-22,0.00210433,0.00203571,-0.372641
2023-03-23,0.00559308,-0.00172695,-0.794420
2023-03-24,0.01929742,0.00754962,-0.263650
2023-03-27,0.00208902,-0.01617632,0.402292
2023-03-28,-0.00043272,0.00098652,-0.974305
2023-03-29,0.00313533,-0.01183900,-0.049618
2023-03-30,-0.00674912,0.00157994,1.520688
2023-03-31,-0.00882364,0.00620520,-0.690511
2023-04-03,-0.00085680,0.00149220,-2.424512
2023-04-04,-0.01079659,-0.00519420,-0.675881
2023-04-05,0.00066462,0.00533582,-0.439725
2023-04-06,-0.01521175,0.00304514,0.406504
2023-04-07,-0.01566734,-0.00179898,1.580646
2023-04-10,-0.00728477,-0.00124135,2.426789
2023-04-11,-0.00991282,-0.00446558,0.100168
2023-04-12,-0.00225562,0.00092737,0.151309
2023-04-13,0.00085840,-0.00530201,0.656577
2023-04-14,-0.00769916,-0.01575019,1.036655
2023-04-17,-0.01034296,0.00463014,-0.377610
2023-04-18,-0.01355915,0.00029958,0.020548
2023-04-19,-0.00328150,0.02349688,-0.182151
2023-04-20,-0.00063571,-0.00948544,0.161455
2023-04-21,-0.01111473,0.00469735,-1.867311
2023-04-24,0.02223523,-0.00726850,-0.071892
2023-04-25,0.00837816,-0.00075426,1.564962
2023-04-26,-0.00695243,-0.00054297,1.308283
2023-04-27,0.00876345,0.00289495,-0.842902
2023-04-28,0.01832981,0.00632192,-0.312489
2023-05-01,-0.01072888,0.00657319,0.117166
2023-05-02,0.00066977,-0.01279657,-1.523531
2023-05-03,-0.01294992,0.02555692,1.992563
2023-05-04,-0.00089360,0.00561296,1.029449
2023-05-05,-0.01815087,0.01851286,1.123571
2023-05-08,-0.00486006,0.01433159,1.173653
2023-05-09,-0.00131663,0.00954998,-2.295750
2023-05-10,0.00446262,0.00363340,0.020852
2023-05-11,-0.00340961,0.02057732,0.433523
2023-05-12,0.00258567,0.01434888,0.590023
2023-05-15,-0.00843894,0.00349013,1.360090
2023-05-16,-0.00824959,-0.02117068,-1.170384
2023-05-17,-0.00428102,-0.00357804,-1.384526
2023-05-18,-0.00301841,-0.01064373,0.600389
2023-05-19,-0.01177433,0.01476161,2.026098
2023-05-22,0.00480062,0.00183310,-0.014663
2023-05-23,0.01900826,0.00406026,0.120482
2023-05-24,0.00431908,-0.00197232,0.567383
2023-05-25,0.01219094,-0.00905287,-0.356720
2023-05-26,0.00370718,-0.00374556,1.226428
2023-05-29,-0.01606405,0.00362907,1.763205
2023-05-30,-0.01019671,-0.00294163,1.706713
2023-05-31,0.00691360,0.01398682,1.026298
2023-06-01,0.01497941,-0.00465350,0.045175
2023-06-02,-0.00039884,0.00255503,-2.132752
2023-06-05,-0.02310292,0.01277190,-0.445041
2023-06-06,0.00232948,0.00796890,0.814052
2023-06-07,-0.00338208,-0.00044718,0.618169
2023-06-08,-0.00380095,0.00062833,-0.352193
2023-06-09,-0.00224264,0.01175724,1.237456
2023-06-12,-0.01478319,0.01085519,0.545765
2023-06-13,-0.00305383,0.01267087,-1.113757
2023-06-14,-0.00184708,-0.00371717,1.394046
2023-06-15,-0.00970855,0.00380199,-0.505726
2023-06-16,0.01017931,-0.00368609,-0.405887
2023-06-19,0.01041078,0.00965212,-0.252487
2023-06-20,-0.01389748,-0.01074929,-0.239281
2023-06-21,-0.01427208,-0.00862489,2.098065
2023-06-22,0.01087752,-0.00670569,0.840891
2023-06-23,-0.00351663,0.00070451,-1.690925
2023-06-26,-0.00740516,-0.00809868,0.367499
2023-06-27,-0.00207725,-0.00536667,-0.097443
2023-06-28,0.00113326,-0.00121320,0.432926
2023-06-29,0.00198707,-0.00781773,0.933490
2023-06-30,0.02275840,0.00648973,0.051048
2023-07-03,0.00465651,-0.01386584,0.265803
2023-07-04,-0.00612925,0.00544172,0.077387
2023-07-05,-0.00669892,-0.01117777,0.673089
2023-07-06,0.00292043,-0.00138381,1.402027
2023-07-07,-0.00151467,-0.00097896,0.531320
2023-07-10,-0.00830689,0.00460130,-1.303069
2023-07-11,0.01308620,0.00071713,1.451476
2023-07-12,0.01202844,-0.01921026,-0.552411
2023-07-13,-0.00523485,-0.00024062,0.213215
2023-07-14,-0.00906916,-0.00276846,-0.243304
2023-07-17,0.02339250,-0.00421430,-0.404650
2023-07-18,0.02240570,-0.00378320,-2.067023
2023-07-19,-0.00451807,0.01427375,-1.285689
2023-07-20,-0.01375127,-0.01126694,-1.856405
2023-07-21,0.00084530,0.01220984,0.172742
2023-07-24,0.00187093,-0.00645909,-0.442266
2023-07-25,-0.01096599,-0.00126611,-0.466309
2023-07-26,0.00128551,0.00509035,1.094536
2023-07-27,-0.01719305,0.00415962,-0.345705
2023-07-28,0.00437649,0.00611583,0.767115
2023-07-31,-0.00277208,0.00384769,-0.766656
2023-08-01,-0.01796400,-0.00016132,-1.647213
2023-08-02,0.00235141,-0.01409864,0.335792
2023-08-03,-0.00581731,-0.01058600,1.086430
2023-08-04,0.00111804,0.00286570,-0.046411
2023-08-07,0.01200132,-0.00172845,-0.795258
2023-08-08,0.00225241,0.01908981,-1.430606
2023-08-09,0.01715040,0.00558410,-0.354357
2023-08-10,0.00275574,-0.01482144,0.080204
2023-08-11,-0.00711961,-0.00262458,-0.645244
2023-08-14,0.01819604,-0.00787460,0.293374
2023-08-15,0.00329058,0.01306498,0.861030
2023-08-16,-0.00019941,-0.00442196,0.542237
2023-08-17,0.01528434,0.00838239,0.967122
2023-08-18,-0.00092006,-0.01273493,-0.620145
2023-08-21,-0.00670681,-0.00639490,1.521622
2023-08-22,0.01775095,-0.00389377,-0.285457
2023-08-23,0.00027033,0.00668049,-0.431243
2023-08-24,0.01985497,0.01527397,-0.044579
2023-08-25,0.00302165,-0.01228827,-0.298460
2023-08-28,-0.00210290,-0.00360550,0.543644
2023-08-29,0.00142971,0.00260041,0.009048
2023-08-30,-0.01111028,0.00516420,-1.370788
2023-08-31,0.01428586,0.00349102,0.013360
2023-09-01,-0.00716844,-0.00792577,0.154991
2023-09-04,-0.00658231,-0.00996041,0.102806
2023-09-05,0.01341561,-0.00873429,1.725513
2023-09-06,0.00537616,0.02094083,-0.324198
2023-09-07,0.00436614,-0.00788373,0.039460
2023-09-08,-0.00179339,-0.01333664,0.712502
2023-09-11,-0.01444680,0.01527939,-1.246905
2023-09-12,0.00332174,-0.00090070,0.370664
2023-09-13,0.01997825,0.00894229,1.632308
2023-09-14,-0.01694015,-0.00132048,0.606229
2023-09-15,-0.01089111,0.00466257,0.667832
2023-09-18,0.01007131,-0.00393350,0.583371
2023-09-19,0.00957384,0.01982292,0.611240
2023-09-20,-0.01246302,0.00451570,1.016038
2023-09-21,0.00070586,0.00230481,-0.795022
2023-09-22,-0.01802053,0.00157697,0.665177
2023-09-25,0.00174977,0.01076443,0.524237
2023-09-26,0.00576820,-0.01574878,0.600784
2023-09-27,-0.00407607,-0.00644088,-0.045961
2023-09-28,-0.00787233,-0.00993006,-0.507673
2023-09-29,-0.00540241,0.00471814,0.742253
2023-10-02,0.01753124,-0.00224155,-1.181753
2023-10-03,-0.00344065,0.00260974,-0.960909
2023-10-04,0.01164765,0.01157631,-0.917223
2023-10-05,-0.01707379,0.00596150,-1.043852
2023-10-06,-0.00382990,-0.00129335,-1.122609
2023-10-09,0.00861135,-0.00324855,-0.841862
2023-10-10,0.00534790,-0.01893368,0.258120
2023-10-11,-0.00527997,0.00692502,1.251724
2023-10-12,0.00610780,0.00529831,-2.124225
2023-10-13,-0.00289098,0.00876864,0.951139
2023-10-16,-0.00162001,0.00976423,0.984143
2023-10-17,0.01239806,-0.00232734,-1.281007
2023-10-18,0.00493618,0.01688346,-1.477812
2023-10-19,0.00789726,-0.01524862,0.407564
2023-10-20,0.01782155,-0.00155226,1.311948
2023-10-23,-0.01427220,-0.01044348,-0.240477
2023-10-24,-0.01811872,0.00366509,0.852600
2023-10-25,-0.01254163,0.00730607,-0.424732
2023-10-26,0.00595354,0.00745116,1.105736
2023-10-27,0.00856945,-0.01179337,1.380966
2023-10-30,0.01950588,0.02029932,-1.557730
2023-10-31,0.00059561,0.00606242,1.081926
2023-11-01,0.01249101,-0.00411923,0.133115
2023-11-02,0.00421786,-0.00342171,0.990605
2023-11-03,0.01158288,0.00319237,0.318742
2023-11-06,-0.00851828,-0.00542721,-0.094759
2023-11-07,0.00041625,0.00309607,-2.431209
2023-11-08,-0.00226293,0.00022550,1.993846
2023-11-09,0.00311788,-0.01481163,-0.187747
2023-11-10,-0.00146201,0.00122570,-0.604209
2023-11-13,0.00087292,0.00344188,2.110658
2023-11-14,-0.00261127,0.01273080,-0.345576
2023-11-15,-0.02418272,-0.01169797,0.630946
2023-11-16,-0.00538097,0.00153547,-1.399120
2023-11-17,-0.00228200,-0.00706605,3.466619
2023-11-20,-0.01888474,0.00096501,-0.505097
2023-11-21,0.01664522,-0.00533888,1.826009
2023-11-22,-0.00117244,0.00247714,0.709466
2023-11-23,0.01396709,0.00574646,0.025881
2023-11-24,-0.00757568,-0.01161090,-0.592350
2023-11-27,-0.01931529,0.00274244,0.822081
2023-11-28,0.01375390,-0.00638562,-0.997943
2023-11-29,-0.00952866,-0.00539956,-1.596033
2023-11-30,0.00060570,0.00335141,-2.405711
2023-12-01,-0.01180155,-0.00098517,-0.422024
2023-12-04,-0.00430578,0.00852730,0.416156
2023-12-05,0.00965358,-0.00579710,-1.400889
2023-12-06,-0.00955401,-0.00336235,0.441484
2023-12-07,0.01391997,0.01553806,-1.088767
2023-12-08,0.00469627,0.00210319,1.475968
2023-12-11,0.01238644,0.01359588,0.426279
2023-12-12,-0.01085219,-0.01656969,-0.413682
2023-12-13,-0.01015194,-0.01008235,0.552218
2023-12-14,0.00490627,-0.00049634,1.036672
2023-12-15,-0.01648570,-0.00211546,1.348866
2023-12-18,-0.00231930,-0.00413963,-0.017456
2023-12-19,-0.00090016,-0.02929847,-0.846033
2023-12-20,-0.00217004,0.00274235,-0.068301
2023-12-21,0.01510902,0.00480725,1.473905
2023-12-22,0.00911813,-0.01221083,-1.390389
2023-12-25,-0.00101368,0.00767907,0.563274
2023-12-26,0.00855685,0.00734177,1.431630
2023-12-27,-0.00818121,-0.01516933,0.596601
2023-12-28,0.00613890,-0.01506856,0.495452
2023-12-29,0.00059579,0.00765121,-0.964202
2024-01-01,0.00707496,-0.00893263,-0.402566
2024-01-02,0.01004333,0.00731462,0.260546
2024-01-03,-0.01324285,0.01258403,-1.343727
2024-01-04,-0.01524884,-0.02750984,1.371126
2024-01-05,0.01767883,0.00128367,-0.596211
2024-01-08,0.01673462,-0.00459511,-0.421795
2024-01-09,-0.01306861,-0.00278139,-0.645438
2024-01-10,0.00810706,0.00011936,0.777760
2024-01-11,-0.00537374,0.00172501,-0.000685
2024-01-12,0.00875477,-0.00129960,0.676969
2024-01-15,-0.00006373,0.01129936,1.049489
2024-01-16,-0.00554727,-0.00937532,0.481753
2024-01-17,0.01433145,-0.00343285,-0.120774
2024-01-18,0.02562988,0.01135469,0.176724
2024-01-19,0.01007011,0.00607705,-0.959255
2024-01-22,0.00708556,0.00224444,0.508676
2024-01-23,-0.03145607,0.00057632,-0.210829
2024-01-24,0.00571820,-0.00015699,0.770312
2024-01-25,-0.00662564,0.00864307,0.858359
2024-01-26,0.01418167,-0.00886319,0.494029
2024-01-29,-0.00450378,0.00039960,-0.140092
2024-01-30,0.01090728,0.00103653,1.519042
2024-01-31,0.00456990,0.01970432,-0.378632
2024-02-01,0.02529254,-0.00802320,0.005670
2024-02-02,-0.01112306,0.01263628,-1.824673
2024-02-05,0.00282493,0.00832991,-0.335029
2024-02-06,-0.00472299,0.00914516,-0.275912
2024-02-07,-0.01310295,-0.00837766,-1.556709
2024-02-08,-0.00963560,-0.01180235,-2.209150
